book_title,author
"The Last Duel: A True Story of Crime, Scandal and Trial by Combat","Jager, Eric"
The Last Field Party,"Glines, Abbi"
The Loners (LT),"Thomas, Lex"
The Nickel Boys,"Whitehead, Colson"
The Pain Eater,"Goobie, Beth"
The Rising Gold,"Jae, Ava"
The Saints,"Thomas, Lex"
The Stan,"Knodell, Kevin"
The Stand-In,"Bloom, Steven"
The Time of Contempt,"Sapkowski, Andrzej"
The Tower of Swallows,"Sapkowski, Andrzej"
The Umbrella Academy: Apocalypse Suite,"Way, Gerard"
The Umbrella Academy: Dallas,"Way, Gerard"
The Umbrella Academy: Hotel Oblivion,"Way, Gerard"
The Waiting Tree,"Moynihan, Lindsay"
"The Walking Dead (Series, Title Not Specified)","Kirkman, Robert"
Thorn,"Khanani, Intisar"
Trench Dogs,"Densford, Ian"
Tripping Back Blue,"Storti, Kara"
User,"Grayson, Devin K."
Wacky Wednesday,Dr. Seuss
Walk the Edge,"McGarry, Katie"
"We Stand on Guard (Series, Title Not Specified)","Vaughan, Brian K."
When Dimple Met Rishi,"Menon, Sandhya"
When Villians Rise,"Schaeffer, Rebecca"
Zombies vs. Unicorns,"Larbalestier, Justine"
Becoming Billie Holiday,"Weatherford, Carole Boston"
"Blade (Series, Title Not Specified)","Bowler, Tim"
Carols and Chaos,"Antsey, Cindy"
Endgame,"Bowler, Tim"
Enemies,"Bowler, Tim"
Everything is Illuminated,"Foer, Jonathan Safran"
Firestorm (TB),"Bowler, Tim"
Fledgling,"Butler, Octavia E."
Flight,"Bowler, Tim"
House of Leaves,"Danielewski, Mark Z"
I am Not Your Perfect Mexican Daughter,"Sánchez, Erika L."
I'll Give you the Sun,"Nelson, Jandy"
Killing Comendatore,"Murakami, Haruki"
Like A Love Story,"Nazemian, Abdi"
Longbow Girl,"Davies, Linda"
Losers Bracket,"Crutcher, Chris"
"Love, Hate and Other Filters","Ahmed, Samira"
My Brother's Keeper,"Billingsley, ReShonda Tate"
Naondel,"Turtschaninoff, Maria"
She who Became the Sun,"Parker-Chan, Shelley"
Summoning,"Armstrong, Kelley"
The Death of Vivek Oji,"Emezi, Akwaeke"
The Executioner,"Bennett, Jay"
Wild Girls,"Atwell, Mary Stewart"
A Hundred Vicious Turns,"O'Brien, Lee Paige"
A Million to One,"Jaigirdar, Adiba"
Aces Wild: A Heist,"DeWitt, Amanda"
Alex,"Aguilar Zeleny, Sylvia"
All Eyes On Us,"Frick, Kit"
"An Infinite Number of Parallel Universes: In Real Life, You Need Real Friends","Ribay, Randy"
Answers in the Pages,"Levithan, David"
Asexual,"Quist, Jeremy"
"Batcat, Vol. 1","Ramm, Meggie"
Batcat: Sink or Swim!,"Ramm, Meggie"
Before We Were Blue,"Schwartz, E. J."
Belly Up,"Darrows, Eva"
Beyond Clueless,"Alsenas, Linas"
Beyond Male and Female: The Gender Identity Spectrum,"Walker, Anita R."
Bisexual and Pansexual,"Manetta, Lara Stewart"
"Bleach, Vol. 23","Kubo, Tite"
"Bleach, Vol. 60","Kubo, Tite"
Body and Mind: LGBTQ Health Issues,"Quist, Jeremy"
Brooms,"Walls, Jasmine"
Bum Rush the Page: A Def Poetry Jam,"Medina, Tony"
Caitlyn Jenner,"Mooney, Carl"
Can We Achieve Gender Equality,"Cunningham, Kevin"
Clarion Call,"Fay, Cayla"
Cold Falling White,"Prendergast, Gabrielle"
Confessions of a Teenage Drag King,"Harwood-Jones, Markus"
Cosmetic Surgery,"Espejo, Roman"
Court of the Undying Season,"Strickland, A.M."
Dead End Girls,"Heard, Wendy"
Dealing with Gender Dysphoria,"Lundin, Martha"
Dig Two Graves,"McNeil, Gretchen"
Double Challenge: Being LGBTQ and a Minority,"Kaplan, Rebecca"
Double Exposure,"Birdsall, Bridget"
"Drizzle, Dreams, and Lovestruck Things","Prasad, Maya"
El gris,"Herman, Christine Lynn"
Empress of the World,"Ryan, Sara"
Everything Grows,"Herman, Aimee"
Fathersonfather,"Jacobs, Evan"
Female to Male Transgender and Transmasculine Identities,"Alber, J."
Flip the Script,"Lee, Lyla"
Forever is Now,"Lockington, Mariama J."
Frannie and Tru,"Hattrup, Karen"
Frío cae blanco,"Prendergast, Gabrielle"
From Archie to Zach: A Picture Book,"Kirsch, Vincent X."
"Gay, Lesbian, Bisexual, and Transgender Events, 1848-2006","Faderman, Lillian"
Gender Expansive,"Quist, Jeremy"
Gender Fulfilled: Being Transgender,"Anthony, Joyce A."
Gender Identity,"Light, Char"
Gender Issues,"Croft, Cindy"
Gender: Roles & Rights,"Issitt, Micah L."
Giovanni's Room,"Baldwin, James"
Girl Haven,"Sturges, Lilah"
Girlness: Deal With it Body and Soul,"Peters, Diane"
Going Bicoastal,"Adler, Dahlia"
Health Issues When You're Transgender,"Meyer, Susan"
Hockey Girl Loves Drama Boy,"Hicks, Faith Erin"
Homosexuality (AO),"Ojeda, Auriana"
How to Find a Missing Girl,"Wlosok, Victoria"
Human Rights in Focus: The LGBT Community,"Karson, Damon"
I: New and Selected Poems,"Derricotte, Toi"
I'll Take Everything You Have,"Klise, James"
Ice Song,"Kasai, Kirsten Imani"
Identify,"Choyce, Lesley"
"Imogen, Obviously","Albertalli, Becky"
In the Houses of the Holy: Led Zeppelin and the Power of Rock Music,"Fast, Susan"
In the Shadow of the Mountain: A Memoir of Courage,"Vasquez-Lavado, Silvia"
Intersex,"Quist, Jeremy"
"Ironhead, or, Once a Young Lady","van Rijckeghem, Jean-Claude"
Jude Saves the World,"Riley, Ronnie"
Just Lizzie,"Wilfrid, Karen"
Killers and Other Family,"Thurber, Lucy"
La luna dentro de mí,"Salazar, Aida"
La teoría de lo perfecto,"Gonzales, Sophie"
Last Chance Dance,"Wilson, Lakita"
Leroy,"Aguilar Zeleny, Sylvia"
"LGBT Families: Lesbian, Gay, Bisexual, and Transgender","Poole, Hilary W."
LGBT Intolerance,"Buckey, A.W."
LGBTQ at Work: Your Personal and Working Life,"Albright-Jenkins, Melissa"
LGBTQ Without Borders: International Life,"Quist, Jeremy"
"LGBTQ: The Survival Guide for Lesbian, Gay, Bisexual, Transgender, and Questioning Teens","Madrone, Kelly Huegel"
LGBTQ+ Discrimination,"Morlock, Rachael"
Lilla the Accidental Witch,"Crewes, Eleanor"
Look on the Bright Side,"Williams, Lily"
Love & Leftovers,"Tregay, Sarah"
Love & Other Curses,"Ford, Michael Thomas"
Love Letters for Joy,"See, Melissa"
"Love Makes a Family: Friends, Family, and Significant Others","Vision, Willi"
Love Somebody,"Roasek, Rachel"
"Love, Creekwood","Albertalli, Becky"
Male To Female Transgender and Transfeminine Identities,"Ryan, Rin"
Maria,"Aguilar Zeleny, Sylvia"
Melt With You,"Dugan, Jennifer"
Middletown,"Moon, Sarah"
Mikala,"Aguilar Zeleny, Sylvia"
Missing Clarissa,"Jones, Ripley"
Monster of the Week,"Lukens, F. T."
My Body Belongs to Me = Mi Cuerpo me Pertenece,"Starishevsky, Jill"
Needlework,"Watts, Julia"
Never-Contented Things,"Porter, Sarah"
Northranger: A Modern Graphic Novel Retelling of Jane Austen's Northanger Abbey,"Terciero, Rey"
Not in Room 204: Breaking the Silence of Abuse,"Riggs, Shannon"
On Top of Glass: My Stories as a Queer Girl in Figure Skating,"Manta, Karina"
Only Pieces,"Tello, Edd"
Otherwise,"High, Linda Oatman"
Out!: How to be Your Authentic Self,"McKenna, Miles"
Pauli Murray: The Life of a Pioneering Feminist and Civil Rights Activist,"Stevens-Holsey, Rosita"
Pedro & Daniel,"Erebia, Federico"
Planning Perfect,"Neil, Haley"
Please Send Help,"Dunn, Gaby"
Polyamorous,"Lorenz-Coryell, Sarah"
Pride: The LGBTQ+ Rights Movement: A Photographic Journey,"Measom, Christopher"
Pritty,"Miller, Keith F., Jr,"
Project Nought,"Furedi, Chelsey"
Queer as a Five-Dollar Bill: What if You Knew a Secret from History that Could Change the World?,"Wind, Lee"
Queerstory: An Infographic History of the Fight for LGBTQ+ Rights,"Riley, Linda"
"Ranma 1/2, Vol. 11","Takahashi, Rumiko"
"Ranma 1/2, Vol. 20","Takahashi, Rumiko"
"Ranma 1/2, Vol. 21","Takahashi, Rumiko"
Ravensong (CF),"Fay, Cayla"
Read Me Like a Book,"Kessler, Liz"
Reign of the Fallen,"Marsh, Sarah Glenn"
Representing the Rainbow in Young Adult Literature: LGBTQ+ Content Since 1969,"Jenkins, Christine A."
Right Where I Left You,"Winters, Julian"
Rough Patch,"Markotic, Nicole"
Sexual Orientation,"Scherer, Lauri S."
Shatter the Sky,"Wells, Rebecca Kim"
She is a Haunting,"Tran, Trang Thanh"
Skin (AV),"Vrettos, Adrienne Maria"
Social Change in the Twenty-First Century,"Bryan, Bethany"
Some Girls Do,"Dugan, Jennifer"
Song of the Dead,"Marsh, Sarah Glenn"
Stand Up for LGBTQ rights,"Nardo, Don"
Strictly No Heroics,"Radley, B.L."
"Surviving the City, Vol. 2: From the Roots Up","Spillett-Sumner, Tasha"
Take Me Out: A Play,"Greenberg, Richard"
The Contradictions,"Yanow, Sophie"
The Devouring Gray,"Herman, Christine Lynn"
The Devouring Wolf,"Parker, Natalie C."
The Edge of the Water,"George, Elizabeth"
The fae keeper,"Edgmon, H. E."
The Fight,"Karre, Elizabeth"
The Gentleman's Guide to Getting Lucky,"Lee, Mackenzi"
"The Hazards of Love, Book One: Bright World","Stanley, Stan"
The House of Impossible Beauties,"Cassara, Joseph"
The Inside of Out,"Thorne, Jenn Marie"
The Lost Coast,"Capetta, A.R."
The Mirror Season,"McLemore, Anna-Marie"
"The Ojja-Wojja: A Horror-Mystery, or Whatever","Visaggio, Magdalene"
The Princess and the Grilled Cheese Sandwich,"Muniz, Deya"
The Questions Within,"Schaeffer, Teresa"
The Rules and Regulations for Mediating Myths & Magic,"Lukens, F. T."
The Space Between,"Jacobs, Evan"
The Spy with the Red Balloon,"Locke, Katherine"
The truth Is,"Ramos, NoNieqa"
The World that Belongs to Us: An Anthology of Queer Poetry from South Asia,"Angiras, Aditi"
The Year My Life Went Down the Toilet,"Arlow, Jake Maia"
Then Everything Happens at Once,"Girard, M-E"
They Call Me a Hero: A Memoir of My Youth,"Hernandez, Daniel"
This Dark Descent,"Josephson, Kalyn"
This Is How It Always Is,"Frankel, Laurie"
Thronebreakers,"Coffindaffer, Rebecca"
Tom,"Aguilar Zéleny, Sylvia"
Tomboy: una chica ruda,"Prince, Liz"
Transgender Health Issues,"Boslaugh, Sarah"
Transgender People (RE),"Espejo, Roman"
Trevor: A Novella,"Lecesne, James"
Understanding Sexual Identity and Orientation,"Hirschmann, Kris"
Undone,"Clarke, Cat"
Violence Against the LGBTQ Community,"Marcovitz, Hal"
"Wandering Son, Vol. 3","Shimura, Takako"
Wayward Witch,"Córdova, Zoraida"
We Were Promised Spotlights,"Sproul, Lindsay"
What We Left Behind,"Talley, Robin"
When Light Shatters,"Wylde, Laney"
When You're Ready: Coming Out,"Lacaze, Katherine"
Where the Lockwood Grows,"Cole, Olivia A."
Who I Was With Her,"Tyndall, Nita"
Witches of Ash & Ruin,"Latimer, E."
Wonnie,"Aguilar Zeleny, Sylvia"
Wren Martin Ruins it All,"DeWitt, Amanda"
You Are Not Alone: Finding Your LGBTQ Community,"Quist, Jeremy"
You're So Dead,"Parsons, Ash"
Your Own Safety,"Pancella, Peggy"
Aphrodite: Goddess of Love and Beauty,"Temple, Teri"
Build Strong Communities: The Power of Empathy and Respect,"Gonzalez, Maribel Valdez"
Children's Book of Art,DK
Confessions of An Alleged Good Girl,"Goffney, Joya"
"Deephaven: A Gothic Middle Grade Novel of Secrets, Shadows, and Unraveling Darkness at Deephaven Academy","Aldridge, Ethan M."
Everything You Need for a Treehouse,"Higgins, Carter"
Hate Crime in America: From Prejudice to Violence,"Smith-Llera, Danielle"
Heartstopper 1 (Spanish Edition),"Oseman, Alice"
If You'll Have Me,Eunnie
"Ironhead, Or, Once a Young Lady","van Rijckeghem, Jean-Claude"
"Jacob's School Play: Starring He, She, and They","Hoffman, Ian"
"Nevertheless, We Persisted: 48 Voices of Defiance, Strength, and Courage",In This Together Media
No Bows!,"Smith, Shirley"
No Place for Fairy Tales,"Tello, Edd"
Puzzleheart,"Reese, Jenn"
Sam is My Sister,"Rhodes-Courter, Ashley"
Speak Up!,"Burgess, Rebecca"
Sylvia Rivera,"Duling, Kaitlyn"
The Blood Runs Like a River Through My Dreams,Nasdijj
The Borrow a Boyfriend Club,"Powars, Page"
"The Hips on the Drag Queen Go Swish, Swish, Swish","Hot Mess, Lil Miss"
The Paper Bag Princess,"Munsch, Robert"
The Ultimate Art Museum,"Gipson, Ferren"
This Book is Feminist: An Intersecting Primer for Next-Gen Changemakers,"Wilson, Jamia"
Transgender People,"Thompson, Tamara"
Yes! No! A First Conversation about Consent,"Madison, Megan"
Gravity (LL),"Lieberman, Leanne"
Speak (Audio),"Anderson, Laurie Halse"
¡Sí! somos Latinos,"Ada, Alma Flor"
¿Quién es Carmen Sandiego?,"Tinker, Rebecca"
The Faceless Ghost and Other Macabre Tales from Japan,"Wilson, Seán Michael"
#MeToo: Unveiling Abuse,"Borgert-Spaniol, Megan"
#WomensMarch: Insisting on Equality,"Felix, Rebecca"
13 Artists Children Should Know,"Wenzel, Angela"
1900-10: New Ways of Seeing,"Gaff, Jackie"
50 Contemporary Artists You Should Know,"Finger, Brad"
8 Tiny Reindeer: An Advent Calendar Adventure,"Tinkler, Robert"
A Blind Spot for Boys,"Chen, Justina"
A Boy Called Bat,"Arnold, Elana K."
"A Devil and Her Love Song (Series, Title Not Specified)","Tōmori, Miyoshi"
A Game of Noctis,"Fagan, Deva"
A History of Western Art: From Prehistory to the 20th Century,"Mason, Antony"
"A Mad, Wicked Folly","Biggs Waller, Sharon"
A Maze Me: Poems for Girls,"Nye, Naomi Shihab"
A Midsummer Tights Dream,"Rennison, Louise"
"A Mouth is Always Muzzled: Six Dissidents, Five Continents, and the Art of Resistance","Hopkinson, Natalie"
A Pair of Socks,"Murphy, Stuart J."
A Strange Wilderness: The Lives of the Great Mathematicians,"Aczel, Amir D."
A Tour of Your Digestive System,"Kolpin, Molly"
A Warp in Time,"Watson, Jude"
Aftercare Instructions,"Pipkin, Bonnie"
"Ajin: Demi-Human (Series, Title Not Specified)","Sakurai, Gamon"
Alive 4: The Final Evolution,"Kawashima, Tadashi"
All In,"Barnes, Jennifer Lynn"
Always Forever Maybe,"Rissi, Anica Mrose"
Amanecer,"Meyer, Stephanie"
Amari and the Night Brothers,"B.B., Alston"
Amazing Fantastic Incredible: A Marvelous Memoir,"Lee, Stan"
Amelia Earhart: Legendary Aviator,"Anderson, Jameson"
American Spy,"Wilkinson, Lauren"
Among the Betrayed,"Haddix, Margaret Peterson"
Among the Hidden,"Haddix, Margaret Peterson"
Among the Imposters,"Haddix, Margaret Peterson"
Ancient and Classical Art,"Zaczek, Iain"
Ancient Egyptian Art and Architecture,"Nardo, Don"
Ancient Greece and Rome: Myths and Beliefs,"Allan, Tony"
Ancient Medicine: From Sorcery to Surgery,"Woods, Michael"
Andy Warhol,"Ketner, Joseph D., II"
Animals in Camouflage,"Tildes, Phyllis Limbacher"
Animation and Presentation From Scratch: An Augmented Reading Experience,"Ziter, Rachel"
"Ao Haru Ride (Series, Title Not Specified)","Sakisaka, Io"
Arcady's Goal,"Yelchin, Eugene"
Are There Rainbows on the Moon: Over 200 Weird and Wonderful Science Questions Answered,"Brecher, Erwin"
Art Deco: 1910-1939,"Benton, Charlotte"
Art Nouveau,"Miller, Judith"
"Art: From Cave Painting to Street Art - 40,000 Years of Creativity","Farthing, Stephen"
"Art: Over 2,500 Works from Cave to Contemporary","Ritchie, Nigel"
Arte para niños con 6 grandes artistas,Susaeta Publishing
Asian Art Now,"Chiu, Melissa"
At Work: Twenty-five Contemporary Chinese Artists,"Burris, Jon"
Attack on Titan: Before the Fall,"Suzukaze, Ryo"
Attack on Titan: Colossal Edition.,"Isayama, Hajime"
Attack on Titan: End of the World,"Asakura, Touji"
Baby Girl,"Adams, Lenora"
Bad Deal,"Korman, Susan J."
Bad Girls Never Say Die,"Mathieu, Jennifer"
Bad Kitty Goes to the Vet,"Bruel, Nick"
Bad Things Happen Here,"Barrow, Rebecca"
Bajo La Misma Estrella,"Green, John"
"Beliefs, Rituals, and Symbols of Ancient Greece and Rome","Talbot, Jeffrey"
Benedict Arnold: American Hero and Traitor,"Burgan, Michael"
Benito Runs,"Fontes, Justine"
Beowulf: A Graphic Novel (GH),"Hinds, Gareth"
Beowulf: A Graphic Novel (SG),"Garcia, Santiago"
Better Than Running at Night,"Frank, Hillary"
"Beyond the Clouds: The Girl Who Fell from the Sky (Series, Title Not Specified)",Nicke
"Black Clover (Series, Title Not Specified)","Tabata, Yūki"
"Black Panther: A Nation Under Our Feet (Series, Title Not Specified)","Coates, Ta-Nehisi"
Black-eyed Suzie,"Shaw, Susan"
Blood Beast,"Shan, Darren"
Blue Bloods: The Graphic Novel,"de la Cruz, Melissa"
Body Image and Dysmorphia,"Buckey, A. W."
Booker T. Washington: Gran educador Norteamericano,"Braun, Eric"
Bradley Fighting Vehicles,"Hamilton, John"
"Breakthrough! How Three People Saved ""Blue Babies"" and Changed Medicine Forever","Murphy, Jim"
Bright We Burn,"White, Kiersten"
Brothers to the Death,"Shan, Darren"
"Cagaster (Series, Title Not Specified)","Hashimoto, Kacho"
Call the Shots,"Calame, Don"
Calling the Doves: El canto de las palomas,"Herrera, Juan Felipe"
Camp,"Rosen, L. C."
Cells to Organ Systems,"Midthun, Joseph"
Cesar Chavez: Fighting for Farmworkers,"Braun, Eric"
Challenger Deep,Neal Shusterman
Chasing Brooklyn,"Schroeder, Lisa"
"Check, Please! (Series, Title Not Specified)","Ukazu, Ngozi"
"Chicagoland Detective Agency (Series, Title Not Specified)","Robbins, Trina"
Chihuly: On Fire,"Chihuly, Dale"
Children Who Kill: Profiles of Pre-Teen and Teenage Killers,"Davis, Carol Anne"
Chinese Mythology A to Z,"Roberts, Jeremy"
Christmas in México,"Enderlein, Cheryl L."
City of Stone and Silence,"Wexler, Django"
Ciudades de Papel,"Green, John"
Classical Art from Greece to Rome,"Beard, Mary"
Cloudy with a Chance of Meatballs,"Barrett, Judi"
Coding in Scratch for Beginners,"Ziter, Rachel"
Contemporary Art,"Glaves-Smith, John"
Corona cruel,"Aveyard, Victoria"
Cougars,"Hamilton, John"
Crepúsculo: un amor peligroso,"Meyer, Stephanie"
Cubism,"Mines, Cynthia"
Dance of Shadows,"Black, Yelena"
Dance Team,"Simon, Charnan"
Deadly Little Scandals,"Barnes, Jennifer Lynn"
Dealing With Sexual Harassment,"Schmermund, Elizabeth"
Dealing with Teen Pregnancy,"Thiel, Kristin"
"Death Note: L, Change the WorLd",M
Death's Shadow,"Shan, Darren"
Desperation,"King, Stephen"
Diego Rivera: An Artist for the People,"Rubin, Susan Goldman"
Don't Tell a Soul,"Miller, Kirsten"
Donald Trump,"Monroe, Alex"
"Dr. Buenavista, Look","Jardí, Enric"
"Dragon Ball Z (Series, Title Not Specified)","Toriyama, Akira"
Drawing From Memory,"Say, Allen"
Dumile Feni: The Story of a Great Artist,"Dube, Prince Mbusi"
El abismo,"Shusterman, Neal"
El cocodrilo que vino a cenar,"Smallman, Steve"
El diario completamente verídico de un Indio a tiempo parcial,"Alexie, Sherman"
El épico fracaso de Arturo Zamora,"Cartaya, Pablo"
El Gusano de Tequila,"Canales, Viola"
El libro salvaje,"Villoro, Juan"
El teorema Katherine,"Green, John"
El último héroe del Olimpo,"Riordan, Rick"
Elske,"Voigt, Cynthia"
Emeraldalicious: A Springtime Book For Kids,"Kann, Victoria"
European Architecture in Details,Braun Publishing
Ever After,"Vieweg, Olivia"
Everybody Paints!: The Lives and Art of the Wyeth Family,"Rubin, Susan Goldman"
Everyone We've Been,"Everett, Sarah"
"Fabulous Creatures, Mythical Monsters, and Animal Power Symbols: A Handbook","Eason, Cassandra"
Fadeaway,"Vickers, E. B."
Falling Through Darkness,"MacCullough, Carolyn"
Famous Last Words,"Alender, Katie"
Finding Your Identity,"Morrow, Kate"
Fire in the Sky,"Hunter, Erin"
Folk and Fairy Tales: A Handbook,"Ashliman, D. L."
"Food, Girls, and Other Things I Can't Have","Zadoff, Allen"
Forests of the Night,"Skogen, Jennifer"
Forward Me Back to You,"Perkins, Mitali"
"Gabi, fragmentos de una adolescente","Quintero, Isabel"
"Gin Tama (Series, Title Not Specified)","Sorachi, Hideaki"
